886493, 14313
931669, 17849
1020735, 25737
1141203, 31150
1218368, 36390
1293409, 39999
1339274, 42106
1358115, 42697
1366738, 43534
1384472, 44325
1382246, 43227
1349958, 39965
1267174, 32639
1133895, 24895
1034321, 20475
988404, 19237
999183, 20828
1026252, 23203
1071806, 25579
1103865, 27557
1131324, 28935
1151991, 30193
1168768, 30881
1183454, 32822
1205074, 32569
1206493, 32880
1202058, 33014
1204356, 32803
1207107, 32856
1204968, 33012
1204686, 32958
1205438, 32866
1203010, 32472
1193061, 32261
1198141, 32598
1203618, 32905
1205524, 32961
1205861, 32955
1206144, 32970
1205813, 32970
1205801, 32983
1206016, 32961
1206172, 32983
1206474, 32997
1206390, 32996
1206458, 32984
1206521, 33001
1206473, 33004
1206384, 33006
1206650, 32999
1206235, 32929
1205714, 32954
1205810, 33029
1207169, 32971
1205350, 32912
1205167, 32890
1203403, 32795
1204155, 32842
1204004, 32866
1204759, 32896
1204581, 32874
1205868, 33082
1209278, 33225
1211320, 33345
1212217, 33417
1214338, 33538
1216108, 33607
1215546, 33494
1213624, 33450
1213633, 33406
1212684, 33346
1210890, 33209
1208900, 33076
1206838, 33023
1208309, 33239
1211812, 33359
1212269, 33340
1211268, 33322
1212508, 33442
1214372, 33452
1211373, 33063
1203472, 32530
1196153, 32386
1199905, 32796
1205476, 32928
1204230, 32808
1203539, 32898
1207627, 33274
1213254, 33525
1214759, 33397
1211338, 33263
1211318, 33346
1212076, 33260
1206618, 32340
1174709, 29066
1110445, 25271
1061065, 22701
1021760, 19938
966207, 15983
908272, 13033
868571, 10958
842970, 9599
818909, 8104
803330, 7610
797235, 7356
797393, 7468
796971, 7052
783641, 6119
768677, 5205
756940, 4490
740745, 3405
728577, 3014
726109, 2930
723057, 2530
714492, 1928
705768, 1551
700266, 1081
688067, 4
672227, 0
673355, 0
681303, 471
692097, 1363
716166, 4451
814379, 14088
981218, 22097
1073587, 27094
1141607, 30494
1190890, 33325
1231503, 36118
1282254, 38799
1308743, 39894
1325204, 40985
1345636, 42421
1367613, 43808
1393616, 45642
1424524, 47731
1458440, 49778
1494705, 51871
1513913, 52294
1513607, 51879
1499757, 50763
1484094, 50059
1477413, 49762
1470789, 49411
1469329, 49333
1465194, 49020
1460725, 48734
1457442, 48830
1465051, 49545
1477485, 50282
1487430, 50948
1498675, 51223
1493662, 50585
1482820, 49949
1471910, 49119
1455216, 47845
1431866, 46070
1390431, 42436
1320936, 37714
1243019, 32805
1160074, 27569
1086856, 23876
1040279, 21646
1010414, 19732
976766, 17356
932335, 14402
889726, 11858
843169, 8935
804228, 6860
772595, 4886
739471, 2826
711585, 1529
697554, 817
683676, 0
674964, 0
664816, 0
668657, 0
667720, 0
643349, 0
630164, 0
621614, 0
601695, 0
587843, 0
571271, 0
554126, 0
534890, 0
520543, 0
504323, 0
486023, 0
464154, 0
437519, 0
411116, 0
377805, 0
357919, 0
340361, 0
321963, 0
287112, 0
260774, 0
249793, 0
246405, 0
246565, 0
238764, 0
248316, 0
258730, 0
241245, 0
224661, 0
206324, 0
177259, 0
135003, 0
98875, 0
83871, 0
91977, 0
92209, 0
64935, 0
41035, 0
24258, 0
26671, 0
28134, 0
12125, 0
4294955664, 65535
4294935644, 65535
4294942351, 65535
4294929916, 65535
4294912992, 65535
4294907253, 65535
4294879091, 65535
4294834515, 65535
4294822180, 65535
4294797058, 65535
4294764133, 65535
4294758237, 65535
4294711987, 65535
4294686449, 65535
4294695647, 65535
4294700651, 65535
4294737842, 65535
4294818850, 65535
4294873452, 65535
4294863004, 65535
4294852781, 65535
4294855970, 65535
4294840545, 65535
4294833575, 65535
4294856272, 65535
4294861621, 65535
4294858000, 65535
4294857166, 65535
4294846970, 65535
4294838440, 65535
4294847494, 65535
4294854629, 65535
4294873962, 65535
4294922550, 65535
19888, 0
90441, 0
171390, 0
268909, 0
393308, 0
490435, 0
548651, 0
608015, 0
667257, 515
701031, 2355
732216, 4307
764634, 6656
809465, 10115
876881, 14491
935960, 17346
973509, 19446
1005892, 21464
1036322, 23151
1059258, 24300
1075197, 25286
1090678, 26362
1110975, 27549
1125150, 28081
1128755, 28229
1132410, 28505
1137692, 28850
1141685, 29126
1148624, 29634
1156269, 30020
1160445, 30212
1164876, 30684
1173883, 31311
1181528, 31389
1182364, 31496
1182095, 31545
1183298, 31551
1184337, 31600
1184480, 31652
1184668, 31654
1185000, 31664
1185550, 31695
1185774, 31723
1186366, 31727
1186335, 31750
1186571, 31757
1186879, 31784
1187095, 31797
1187181, 31798
1187427, 31813
1187560, 31828
1187907, 31839
1188118, 31848
1188259, 31862
1188441, 31870
1188404, 31883
1188675, 31873
1188788, 31902
1188976, 31915
1189146, 31924
1189524, 31929
1189456, 31937
1189689, 31943
1189131, 31915
1189403, 31928
1189830, 31967
1189764, 31980
1190357, 31986
1190530, 31980
1190128, 31982
1190194, 31989
1190623, 32014
1191117, 32048
1191266, 32022
1190135, 31960
1190194, 32040
1191488, 32073
1191926, 32076
1191609, 32042
1190884, 32022
1190915, 32037
1191459, 32078
1192039, 32099
1192027, 32091
1191835, 32072
1191525, 32069
1191717, 32082
1192008, 32113
1192628, 32122
1192174, 32099
1191890, 32076
1191935, 32094
1192285, 32128
1192691, 32147
1192699, 32121
1192338, 32100
1192116, 32113
1192689, 32148
1193123, 32158
1192986, 32142
1192667, 32134
1192710, 32144
1193003, 32158
1193003, 32157
1193209, 32166
1193157, 32155
1192901, 32152
1192974, 32160
1193337, 32183
1193396, 32168
1193151, 32162
1193052, 32141
1193222, 32183
1193461, 32215
1193492, 32196
1193150, 32173
1193296, 32188
1193793, 32209
1193967, 32213
1193976, 32209
1193789, 32202
1193474, 32189
1193723, 32197
1194274, 32226
1194290, 32226
1193982, 32211
1193788, 32197
1193696, 32219
1194246, 32248
1194501, 32250
1194251, 32223
1193720, 32200
1193831, 32216
1194243, 32240
